Change Request,Description,CR type,Process,WF type,Date completed,Month
900006473,Update X-pl status_11032086,Mass,Data migration,CR 999,20-Feb-26,Feb-26
900006468,DM SUT PTF & PDT Update,Mass,Data migration,CR 999,20-Feb-26,Feb-26
900006398,Extend material 11036099 to plant L931,Mass,Data migration,CR 999,20-Feb-26,Feb-26
900006478,DM-Update Safety Stock for plant A514,Mass,Data migration,CR 999,20-Feb-26,Feb-26
100005473,L931_TECENTRIQ 1200_ALT4_CREATE,Make,Production master data,CR1,20-Feb-26,Feb-26
100005464,A511 Update to Buf Form VEGF-IL6 30KG CP,Make,Production master data,G15 ,20-Feb-26,Feb-26
2234903,A511/A517 ZNVL MM Plant Specific Activation,MDG,Production & launch,YMUCR01,20-Feb-26,Feb-26
2234873,A511/A517 ZNVL MM Plant Specific Activation,MDG,Production & launch,YMUCR01,20-Feb-26,Feb-26
2234912,A511/A517 ZNVL MM Plant Specific Activation,MDG,Production & launch,YMUCR01,20-Feb-26,Feb-26
2234913,A511/A517 ZNVL MM Plant Specific Activation,MDG,Production & launch,YMUCR01,20-Feb-26,Feb-26
2234807,A511/A517 ZNVL MM Plant Specific Activation,MDG,Production & launch,YMUCR01,20-Feb-26,Feb-26
2253933,Updating plant status Cr 2236883,MDG,Production & launch,YMUX0033,20-Feb-26,Feb-26
2253927,Update Insp Type for A511,MDG,Maintanence,YMUX001,20-Feb-26,Feb-26
2250779,R4E_F331_F342_ES_ACN557129_CC_1609,MDG,Production & launch,YMFG002,20-Feb-26,Feb-26
2254160,Update Total Shelf Life,MDG,Maintanence,YMUX001,20-Feb-26,Feb-26
2255169,add DC test,MDG,Production & launch,YMUX0031,20-Feb-26,Feb-26
2254179,Update Total Shelf Life,MDG,Maintanence,YMUX001,20-Feb-26,Feb-26
2255869,AFF_ZFIN_Update_P30_Plant 4030 4040,MDG,Maintanence,YMP30_16,20-Feb-26,Feb-26
2255894,AFF_ZFIN_Update_P30_Plant 4030 4040,MDG,Maintanence,YMP30_16,20-Feb-26,Feb-26
2251169,DEPLOY ZAPI CA-275318,MDG,Material master creation,YMP30_16,20-Feb-26,Feb-26
2251195,DEPLOY ZAPI CA-275318,MDG,Material master creation,YMP30_16,20-Feb-26,Feb-26
2251184,DEPLOY ZAPI CA-275318,MDG,Material master creation,YMP30_16,20-Feb-26,Feb-26
2251185,DEPLOY ZAPI CA-275318,MDG,Material master creation,YMP30_16,20-Feb-26,Feb-26
2256673,P30_data_transfer_CR 2251185,MDG,Material master creation,YMUX0035,20-Feb-26,Feb-26
2256648,"	P30_data_transfer_CR_2251195",MDG,Material master creation,YMUX0035,20-Feb-26,Feb-26
2256515,P30_data_transfer_CR_2251169,MDG,Material master creation,YMUX0035,20-Feb-26,Feb-26
2256646,"	P30_data_transfer_CR_2251184",MDG,Material master creation,YMUX0035,20-Feb-26,Feb-26
2234606,AFF_ZFIN_Execution-Ready_P30_Plant 2570,MDG,Production & launch,YMP30_21,20-Feb-26,Feb-26
2234648,AFF_ZFIN_Execution-Ready_P30_Plant 2570,MDG,Production & launch,YMP30_21,20-Feb-26,Feb-26
2234903,A511/A517 ZNVL MM Plant Specific Activation,MDG,Production & launch,YMUCR01,23-Feb-26,Feb-26
2234873,A511/A517 ZNVL MM Plant Specific Activation,MDG,Production & launch,YMUCR01,23-Feb-26,Feb-26
2234912,A511/A517 ZNVL MM Plant Specific Activation,MDG,Production & launch,YMUCR01,23-Feb-26,Feb-26
2234913,A511/A517 ZNVL MM Plant Specific Activation,MDG,Production & launch,YMUCR01,23-Feb-26,Feb-26
2234807,A511/A517 ZNVL MM Plant Specific Activation,MDG,Production & launch,YMUCR01,23-Feb-26,Feb-26
2257097,correct inspection type,MDG,Maintanence,YMUX001,23-Feb-26,Feb-26
2257162,correct inspection type,MDG,Maintanence,YMUX001,23-Feb-26,Feb-26
2257164,correct inspection type,MDG,Maintanence,YMUX001,23-Feb-26,Feb-26
2257165,correct inspection type,MDG,Maintanence,YMUX001,23-Feb-26,Feb-26
2256596,Add Insp Type for A511,MDG,Maintanence,YMUX001,23-Feb-26,Feb-26
2247897,VERIFY ZSEM CR 2231411,MDG,Development,YMP30_16,23-Feb-26,Feb-26
2253388,VERIFY ZFIN CR2249417,MDG,Development,YMP30_16,23-Feb-26,Feb-26
2251084,DEPLOY ZAPI CA-275318,MDG,Development,YMP30_16,23-Feb-26,Feb-26
2251074,DEPLOY ZAPI CA-275318,MDG,Development,YMP30_16,23-Feb-26,Feb-26
2251009,DEPLOY ZAPI CA-275318,MDG,Development,YMP30_16,23-Feb-26,Feb-26
2247433,Create FINP SG NMRMC0167413,MDG,Material master creation,LCM WF,23-Feb-26,Feb-26
900006514,L931_Panama_PriceUpdate,MDG,Intercompany,CR999,23-Feb-26,Feb-26
900006444,Create PIR and SL for material 10246852,MDG,Intercompany,CR999,23-Feb-26,Feb-26
900006406,Create PIR / SL material 10231377,MDG,Intercompany,CR999,23-Feb-26,Feb-26
2250995,DEPLOY ZAPI CA-275318,MDG,Development,YMP30_16,23-Feb-26,Feb-26
2251077,DEPLOY ZAPI CA-275318,MDG,Development,YMP30_16,23-Feb-26,Feb-26
2250996,DEPLOY ZAPI CA-275318,MDG,Development,YMP30_16,23-Feb-26,Feb-26
100005480,A513: Prasi Harvest Op Duration Update,Make,Production master data,G23,23-Feb-26,Feb-26
100005481,A513: Hemlibra Harvest GR Flag,Make,Production master data,G24,23-Feb-26,Feb-26
900006472,J431_J531_SE_FI_Post to Insp Stock,Mass,Data migration,CR999,23-Feb-26,Feb-26
900006522,SE Setup new material codes,Mass,Data migration,CR999,23-Feb-26,Feb-26
900006458,P30_1001_VabSEMP2_BOM&PV_11042895,Make,Production master data,CR999,23-Feb-26,Feb-26
2251136,DEPLOY ZAPI CA-275318,MDG,Development,YMP30_16,24-Feb-26,Feb-26
2251142,DEPLOY ZAPI CA-275318,MDG,Development,YMP30_16,24-Feb-26,Feb-26
2251137,DEPLOY ZAPI CA-275318,MDG,Development,YMP30_16,24-Feb-26,Feb-26
2251144,DEPLOY ZAPI CA-275318,MDG,Development,YMP30_16,24-Feb-26,Feb-26
2250997,DEPLOY ZAPI CA-275318,MDG,Development,YMP30_16,24-Feb-26,Feb-26
2251146,DEPLOY ZAPI CA-275318,MDG,Development,YMP30_16,24-Feb-26,Feb-26
2251140,DEPLOY ZAPI CA-275318,MDG,Development,YMP30_16,24-Feb-26,Feb-26
2237354,Verify ZSEM CR 2231007,MDG,Development,YMP30_16,24-Feb-26,Feb-26
2251172,DEPLOY ZAPI CA-275318,MDG,Development,YMP30_16,24-Feb-26,Feb-26
2251171,DEPLOY ZAPI CA-275318,MDG,Development,YMP30_16,24-Feb-26,Feb-26
2256728,R4E_B531_ACN557775_KR_CC_1709,MDG,Production & launch,YMFG002,24-Feb-26,Feb-26
2263130,A501/A511 ZNVL Update Sales Text and HERKL,MDG,Maintanence,YMUX002,24-Feb-26,Feb-26
2263312,A501/A511 Update Sales Text and HERKL,MDG,Maintanence,YMUX002,24-Feb-26,Feb-26
2263385,A501/A511 Update Sales Text and HERKL,MDG,Maintanence,YMUX002,24-Feb-26,Feb-26
2265432,PZ Update CA-267878 Total shelf life Mat no 11030129,MDG,Production & launch,YMUX0033,24-Feb-26,Feb-26
2265438,ZFIN_p30_Update_plant _status_plant_1001,MDG,Maintanence,YMP30_16,24-Feb-26,Feb-26
2256251,Main CR 2247870 Follow Up 1,MDG,Production & launch,YMUER01,24-Feb-26,Feb-26
2253816,Main CR 2229110 Follow Up 1,MDG,Production & launch,YMUER01,24-Feb-26,Feb-26
2263282,Main CR 2253471 Follow Up 1,MDG,Production & launch,YMUER01,24-Feb-26,Feb-26
2265859,Moncton phase out_900006326,MDG,Production & launch,YMUX0033,24-Feb-26,Feb-26
2253926,TOLL_ZSEM_Ready for Execution_P30 (SEMP)_Plant 1001,MDG,Production & launch,YMP30_03,24-Feb-26,Feb-26
2266621,Update Inspection Type per REF-0303478,MDG,Maintanence,YMUX001,24-Feb-26,Feb-26
900006262,Change the status L931,Mass,Data migration,CR999,24-Feb-26,Feb-26
900006293,MH_REC_Vetter_Retirement,Make,Production master data,CR999,24-Feb-26,Feb-26
100005449,"M731_550568_Alt2_Actemra162mg,change",Make,Production master data,CR1,24-Feb-26,Feb-26
900006518,Q1S HIT recipe,Make,Production master data,CR999,24-Feb-26,Feb-26
100005475,A514 Add BI Tank to Recipe QE-180141,Make,Production master data,G36,24-Feb-26,Feb-26
900006512,Change name M731,Mass,Data migration,CR999,24-Feb-26,Feb-26
900006511,Create a new local code,Mass,Data migration,CR999,24-Feb-26,Feb-26
2256726,VERIFY ZFIN CR 2244418,MDG,Development,YMP30_16,25-Feb-26,Feb-26
2266670,New Record: 5 materials of Process 26030,MDG,Maintanence,YMMASS2,25-Feb-26,Feb-26
2266831,New Record: 5 materials of Process 26030,MDG,Maintanence,YMMASS2,25-Feb-26,Feb-26
2266832,New Record: 5 materials of Process 26030,MDG,Maintanence,YMMASS2,25-Feb-26,Feb-26
2266833,New Record: 5 materials of Process 26030,MDG,Maintanence,YMMASS2,25-Feb-26,Feb-26
2266834,New Record: 5 materials of Process 26030,MDG,Maintanence,YMMASS2,25-Feb-26,Feb-26
2266835,New Record: 5 materials of Process 26030,MDG,Maintanence,YMMASS2,25-Feb-26,Feb-26
2266836,New Record: 5 materials of Process 26030,MDG,Maintanence,YMMASS2,25-Feb-26,Feb-26
2266837,New Record: 5 materials of Process 26030,MDG,Maintanence,YMMASS2,25-Feb-26,Feb-26
2266838,New Record: 5 materials of Process 26030,MDG,Maintanence,YMMASS2,25-Feb-26,Feb-26
2266839,New Record: 5 materials of Process 26030,MDG,Maintanence,YMMASS2,25-Feb-26,Feb-26
2266840,New Record: 2 materials of Process 26030,MDG,Maintanence,YMMASS2,25-Feb-26,Feb-26
900006449,DIR QE-174311/CA-278495,MDG,Maintanence,CR999,25-Feb-26,Feb-26
2269482,Main CR 2269124 Follow Up 1,MDG,Production & launch,YMUER01,25-Feb-26,Feb-26
2269165,New Record: 5 materials of Process 26030,MDG,Maintanence,YMMASSF1,25-Feb-26,Feb-26
2269169,New Record: 5 materials of Process 26030,MDG,Maintanence,YMMASSF1,25-Feb-26,Feb-26
2269180,New Record: 5 materials of Process 26030,MDG,Maintanence,YMMASSF1,25-Feb-26,Feb-26
2269229,New Record: 5 materials of Process 26030,MDG,Maintanence,YMMASSF1,25-Feb-26,Feb-26
2269234,New Record: 2 materials of Process 26030,MDG,Maintanence,YMMASSF1,25-Feb-26,Feb-26
2269235,New Record: 5 materials of Process 26030,MDG,Maintanence,YMMASSF1,25-Feb-26,Feb-26
2269260,New Record: 5 materials of Process 26030,MDG,Maintanence,YMMASSF1,25-Feb-26,Feb-26
2269261,New Record: 5 materials of Process 26030,MDG,Maintanence,YMMASSF1,25-Feb-26,Feb-26
2269262,New Record: 5 materials of Process 26030,MDG,Maintanence,YMMASSF1,25-Feb-26,Feb-26
2269263,New Record: 5 materials of Process 26030,MDG,Maintanence,YMMASSF1,25-Feb-26,Feb-26
2269264,New Record: 5 materials of Process 26030,MDG,Maintanence,YMMASSF1,25-Feb-26,Feb-26
2269271,New Record: 5 materials of Process 26030,MDG,Maintanence,YMMASSF1,25-Feb-26,Feb-26
900006458,P30_1001_VabSEMP2_BOM&PV_11042895,Make,Production master data,CR999,25-Feb-26,Feb-26
100005486,A511 Recipe Activation CD19 TCB,Make,Production master data,G15,25-Feb-26,Feb-26
100005468,A511 CSC Solutions BOM LTO Updates,Make,Production master data,G15,25-Feb-26,Feb-26
900006281,Vabysmo Max lot size update,Mass,Data migration,CR999,25-Feb-26,Feb-26
900006515,Update ES and ES Sales text,Mass,Data migration,CR999,25-Feb-26,Feb-26
900006431,Remove MES Sys. Dist if Plant not exist,Mass,Data migration,CR999,25-Feb-26,Feb-26
900006505,DM - Update Safety Stock A513,Mass,Data migration,CR999,25-Feb-26,Feb-26
100005433,A513: Pola Harvest MMR Updates,Make,Production master data,G24,25-Feb-26,Feb-26
900006511,Create a new local code,Make,Data migration,CR999,25-Feb-26,Feb-26
2269627,R4E_J231_ACN556897_NL_CC 1282,MDG,Production & launch,YMFG002,26-Feb-26,Feb-26
2270076,Main CR 2245093 Follow Up 1,MDG,Production & launch,YMUER01,26-Feb-26,Feb-26
2253926,TOLL_ZSEM_Ready for Execution_P30 (SEMP)_Plant 1001,MDG,Production & launch,YMP30_03,26-Feb-26,Feb-26
2265472,Main CR 2212969 Follow Up 1,MDG,Production & launch,YMUER01,26-Feb-26,Feb-26
2265476,AFF_ZFIN_Execution-Ready_P30_Plant 2671,MDG,Production & launch,YMP30_21,26-Feb-26,Feb-26
900006560,P30 TSL update,MDG,Production & launch,CR999,26-Feb-26,Feb-26
900006534,TOPAS_TW_TP change,MDG,Intercompany,CR999,26-Feb-26,Feb-26
2271784,Minimum Lot Size to 1 and Rounding Value to 0,MDG,Production & launch,YMUX0031,26-Feb-26,Feb-26
2273212,CMO_ZFIN_BoM update_1001,MDG,Maintanence,YMP30_08,26-Feb-26,Feb-26
2266615,R4E_M731_ACN551084_CR_CC_2647,MDG,Production & launch,YMUCR01,26-Feb-26,Feb-26
2266686,R4E_M731_ACN551084_CR_CC_2647,MDG,Production & launch,YMUCR01,26-Feb-26,Feb-26
100005469,ACN 551084 CU and DO PV Block,Make,Production master data,CR1,26-Feb-26,Feb-26
100005506,Inactivation of Roaccutane PV-BOMs,Make,Production master data,CR1,26-Feb-26,Feb-26
100005488,A513: Prasi Freeze 120L SS Tank Removal,Make,Production master data,G24,26-Feb-26,Feb-26
100005501,A515-Update BCMA recipes CA-270687,Make,Production master data,G44,26-Feb-26,Feb-26
900006326,Moncton_PhaseOut_9Feb26,Mass,Data migration,CR999,26-Feb-26,Feb-26
200003346,QE-184874 ACT-158811 Update Storage Cond,Mass,Data migration,YG6,26-Feb-26,Feb-26
2274391,Update CoO - CR2266686,MDG,Production & launch,YMUX001,26-Feb-26,Feb-26
2274391,Update CoO - CR2266686,MDG,Production & launch,YMUX001,27-Feb-26,Feb-26
2274178,TOLL_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,27-Feb-26,Feb-26
2274252,TOLL_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,27-Feb-26,Feb-26
2270467,Main CR 2145436 Follow Up 1,MDG,Production & launch,YMUER01,27-Feb-26,Feb-26
2274228,R4E_C031_IE_Ireland_CC_2804,MDG,Production & launch,YMFG002,27-Feb-26,Feb-26
2274680,R4E_F331_F342_ES_Spain_CC_1609,MDG,Production & launch,YMFG002,27-Feb-26,Feb-26
2274381,R4E_C031_IE_ACN554902_CC_2804,MDG,Production & launch,YMFG002,27-Feb-26,Feb-26
2256480,R4E_A931_DE_ACN557114_CC_1298,MDG,Production & launch,YMFG002,27-Feb-26,Feb-26
2274520,Main CR 2266686 Follow Up 1,MDG,Production & launch,YMUER01,27-Feb-26,Feb-26
2266615,R4E_M731_ACN551084_CR_CC_2647,MDG,Production & launch,YMUCR01,27-Feb-26,Feb-26
2274404,Update CoO & ZPRM- CR 2266615,MDG,Production & launch,YMUX001,27-Feb-26,Feb-26
900006560,P30 TSL update,MDG,Production & launch,CR999,27-Feb-26,Feb-26
2272890,R4E_L931_ACN552425_PA_CC 2648,MDG,Production & launch,YMUER01,27-Feb-26,Feb-26
2277014,Main CR 2266615 Follow Up 1,MDG,Production & launch,YMUER01,27-Feb-26,Feb-26
2274520,Main CR 2266686 Follow Up 1,MDG,Production & launch,YMUER01,27-Feb-26,Feb-26
2274404,Update ZPRM- CR 2266615,MDG,Production & launch,YMUX001,27-Feb-26,Feb-26
900006326,Moncton_PhaseOut_9Feb26,Mass,Data migration,CR999,27-Feb-26,Feb-26
100005433,A513: Pola Harvest MMR Updates,Make,Production master data,G24,27-Feb-26,Feb-26
100005338,A514 Activate Afimki Insp-BkPk QE-163105,Make,Production master data,G34,27-Feb-26,Feb-26
100005488,A513: Prasi Freeze 120L SS Tank Removal,Make,Production master data,G24,27-Feb-26,Feb-26
100005543,A511 Update CSC MCB ATGFB2 recipe ID,Make,Production master data,G15,27-Feb-26,Feb-26
900006559,Update CoO as per TMP19019,Mass,Data migration,CR999,27-Feb-26,Feb-26
200003346,QE-184874 ACT-158811 Update Storage Cond,Mass,Data migration,YG6,27-Feb-26,Feb-26
2292249,Update Material freight grp to retire,MDG,Maintanence,YMUX001,02-Mar-26,Mar-26
2280616,Update the rounding value of 10157696 at A511,MDG,Maintanence,YMUX001,02-Mar-26,Mar-26
2272890,R4E_L931_ACN552425_PA_CC 2648,MDG,Production & launch,YMUCR01,02-Mar-26,Mar-26
2291540,PZ Update Safety Time 10021073 TFA,MDG,Maintanence,YMUX001,02-Mar-26,Mar-26
2274471,Main CR 2145553 Follow Up 1,MDG,Production & launch,YMUER01,02-Mar-26,Mar-26
2278687,Main CR 2262505 Follow Up 1,MDG,Production & launch,YMUER01,02-Mar-26,Mar-26
2293164,Main CR 2272890 Follow Up 1,MDG,Production & launch,YMUER01,02-Mar-26,Mar-26
2293244,Update CoO_L931,MDG,Maintanence,YMUX001,02-Mar-26,Mar-26
2293018,Deletion flag,MDG,Maintanence,YMDF001,02-Mar-26,Mar-26
900006565,C231_UK_PIRprice_TOPAS,MDG,Intercompany,CR999,02-Mar-26,Mar-26
2291973,PZ Update M EXT ZRAW REF-0304207_11037821_Methotrexate Steri,MDG,Maintanence,YMUX001,02-Mar-26,Mar-26
2294428,"	ZFIN_Update_Temp&Stor_conditions_CR_200003346",MDG,Production & launch,YMUX0033,02-Mar-26,Mar-26
2294439,DM - SS update in A511,MDG,Maintanence,YMUX001,02-Mar-26,Mar-26
2294701,DM-SS Change,MDG,Maintanence,YMUX001,02-Mar-26,Mar-26
2263282,Main CR 2253471 Follow Up 1,MDG,Production & launch,YMUER01,02-Mar-26,Mar-26
2275340,R4E_M731_ACN551084_CR_CC_2647,MDG,Production & launch,YMUCR01,02-Mar-26,Mar-26
2275300,R4E_M731_ACN551084_CR_CC_2647,MDG,Production & launch,YMUCR01,02-Mar-26,Mar-26
2295002,Main CR 2275300 Follow Up 1,MDG,Production & launch,YMUER01,02-Mar-26,Mar-26
2294918,Main CR 2275340 Follow Up 1,MDG,Production & launch,YMUER01,02-Mar-26,Mar-26
100005509,A515-BCMA Harvest kit DP CA-270687,Make,Production master data,G44,02-Mar-26,Mar-26
100005545,A513: Hemlibra Kit LT Offset 3,Make,Production master data,G15,02-Mar-26,Mar-26
100005488,A513: Prasi Freeze 120L SS Tank Removal,Make,Production master data,G24,02-Mar-26,Mar-26
900006573,A516_US_TransferPrice_ACA_OCR,Mass,Data migration,CR999,02-Mar-26,Mar-26
200003346,QE-184874 ACT-158811 Update Storage Cond,Mass,Data migration,CR999,02-Mar-26,Mar-26
900006581,Update Avg inspection duration - A131,Mass,Data migration,CR999,02-Mar-26,Mar-26
900006563,Plant extension 10190713 - A411,Mass,Data migration,CR999,02-Mar-26,Mar-26
2294977,A501/A511 Update Sales Text and HERKL,MDG,Maintanence,YMUX002,03-Mar-26,Mar-26
2296294,change the safety stock from 10K to 20k,MDG,Production & launch,YMUX0031,03-Mar-26,Mar-26
2296301,Change the safety stock qty from 5K to 7K,MDG,Production & launch,YMUX0031,03-Mar-26,Mar-26
2295132,A501/A511 Update Sales Text and HERKL,MDG,Maintanence,YMUX002,03-Mar-26,Mar-26
2296291,change the safety stock from 30K to 60k,MDG,Production & launch,YMUX0031,03-Mar-26,Mar-26
2294918,Main CR 2275340 Follow Up 1,MDG,Production & launch,YMUER01,03-Mar-26,Mar-26
2295002,Main CR 2275300 Follow Up 1,MDG,Production & launch,YMUER01,03-Mar-26,Mar-26
2294350,R4E_J231_NL_ACN557098_CC_1282,MDG,Production & launch,YMFG002,03-Mar-26,Mar-26
2294443,TOLL_ZSEM_Update GMP_P30_Plant_1001,MDG,Maintanence,YMP30_07,03-Mar-26,Mar-26
2294437,TOLL_ZSEM_Update GMP_P30_Plant_1001,MDG,Maintanence,YMP30_07,03-Mar-26,Mar-26
2294375,TOLL_ZSEM_Update GMP_P30_Plant_1001,MDG,Maintanence,YMP30_07,03-Mar-26,Mar-26
2294505,TOLL_ZSEM_Update GMP_P30_Plant_1001,MDG,Maintanence,YMP30_07,03-Mar-26,Mar-26
2294520,TOLL_ZSEM_Update GMP_P30_Plant_1001,MDG,Maintanence,YMP30_07,03-Mar-26,Mar-26
2278900,VERIFY FINP CR 2267173,MDG,Development,YMP30_16,03-Mar-26,Mar-26
2276855,Create FINP DE NMRMC0167463,MDG,Material master creation,LCM WF,03-Mar-26,Mar-26
2276856,Create FINP DE NMRMC0167465,MDG,Material master creation,LCM WF,03-Mar-26,Mar-26
2276857,Create FINP DE NMRMC0167464,MDG,Material master creation,LCM WF,03-Mar-26,Mar-26
2277263,Create FINP DE NMRMC0167477,MDG,Material master creation,LCM WF,03-Mar-26,Mar-26
2277110,Create FINP DE NMRMC0167450,MDG,Material master creation,LCM WF,03-Mar-26,Mar-26
2292124,Create FINP DE NMRMC0167449,MDG,Material master creation,LCM WF,03-Mar-26,Mar-26
2294883,TOLL_ZSEM_Update GMP_P30_Plant_1001,MDG,Maintanence,YMP30_07,03-Mar-26,Mar-26
2294886,TOLL_ZSEM_Update GMP_P30_Plant_1001,MDG,Maintanence,YMP30_07,03-Mar-26,Mar-26
2274246,Main CR 2175679 Follow Up 1,MDG,Production & launch,YMUER01,03-Mar-26,Mar-26
2274586,Main CR 2145758 Follow Up 1,MDG,Production & launch,YMUER01,03-Mar-26,Mar-26
900006600,Update the Special Procurement field,Mass,Data migration,CR999,03-Mar-26,Mar-26
100005561,A515- Update MM desc OpRegen CA-270103,Make,Production master data,G44,03-Mar-26,Mar-26
100005554,A515-OpRegen NPPO ER updates,Make,Production master data,G45,03-Mar-26,Mar-26
2297636,Update Expiry of 11021882 (Refer to PE Action: CA-279664),MDG,Maintanence,YMUX001,04-Mar-26,Mar-26
2297744,Update Expiry of 11021869 (Refer to PE Action: CA-279664),MDG,Maintanence,YMUX001,04-Mar-26,Mar-26
2298493,Update planning paremeters and temp cond.,MDG,Maintanence,YMUX001,04-Mar-26,Mar-26
2299938,PZ Update Lead Time 10098310 NOVASEPTUM PROBEBEUTEL 250 ML 1,MDG,Maintanence,YMUX001,04-Mar-26,Mar-26
2299948,PZ Update Lead Time 10099801 Filter Millistak Typ 50 DE,MDG,Maintanence,YMUX001,04-Mar-26,Mar-26
2297411,Main CR 2275249 Follow Up 1,MDG,Production & launch,YMUER01,04-Mar-26,Mar-26
200003386,Assign Inspection plan,MDG,Quality CR,YG4,04-Mar-26,Mar-26
2278900,VERIFY FINP CR 2267173,MDG,Development,YMP30_16,04-Mar-26,Mar-26
2298007,VERIFY_ZFIN_CR 2278903,MDG,Development,YMP30_16,04-Mar-26,Mar-26
2295531,R4E_M731_ACN551084_CR_CC_2647,MDG,Production & launch,YMUCR01,04-Mar-26,Mar-26
2295022,R4E_M731_ZPAK_CR_CC_2647,MDG,Production & launch,YMUCR01,04-Mar-26,Mar-26
2302384,Main CR 2295022 Follow Up 1,MDG,Production & launch,YMUER01,04-Mar-26,Mar-26
2302481,A901_Grenzach_UpdatePRM,MDG,Production & launch,YMUX0031,04-Mar-26,Mar-26
200003420,Update GRPT and AID for HIT Materials,Mass,Data migration,YG5,04-Mar-26,Mar-26
900006630,DM-Update Safety Stock,Mass,Data migration,CR999,04-Mar-26,Mar-26
900006196,CA-253143 CN Data cleansing-Local MARA#2,Mass,Data migration,CR999,04-Mar-26,Mar-26
100005574,A513 Hemlibra Update Recipe BOM 11038598,Make,Production master data,G23,04-Mar-26,Mar-26
100005575,A514 recipe updates,Make,Production master data,G37,04-Mar-26,Mar-26
100005554,A515-OpRegen NPPO ER updates,Make,Production master data,G45,04-Mar-26,Mar-26
2293164,Main CR 2272890 Follow Up 1,Mass,Data migration,YMUER01,04-Mar-26,Mar-26
2301849,Update Total Shelf Life Data,MDG,Maintanence,YMUX001,05-Mar-26,Mar-26
2301779,Update Total Shelf Life Data,MDG,Maintanence,YMUX001,05-Mar-26,Mar-26
2301865,Update Total Shelf Life Data,MDG,Maintanence,YMUX001,05-Mar-26,Mar-26
2301790,Update Total Shelf Life Data,MDG,Maintanence,YMUX001,05-Mar-26,Mar-26
2301941,Update Total Shelf Life Data,MDG,Maintanence,YMUX001,05-Mar-26,Mar-26
2302483,Update planning parameters,MDG,Maintanence,YMUX001,05-Mar-26,Mar-26
2304404,Update mat freight group to retire the code,MDG,Production & launch,YMUX0033,05-Mar-26,Mar-26
2304405,Deletion flag_A931,MDG,Maintanence,YMDF001,05-Mar-26,Mar-26
2301345,Main CR 2175834 Follow Up 1,MDG,Production & launch,YMUER01,05-Mar-26,Mar-26
2256682,Main CR 2249858 Follow Up 1,MDG,Production & launch,YMUER01,05-Mar-26,Mar-26
2302198,Main CR 2175919 Follow Up 1,MDG,Production & launch,YMUER01,05-Mar-26,Mar-26
2302204,Main CR 2180734 Follow Up 1,MDG,Production & launch,YMUER01,05-Mar-26,Mar-26
2301600,Main CR 2175915 Follow Up 1,MDG,Production & launch,YMUER01,05-Mar-26,Mar-26
900006647,CA-273265 CN Data cleansing-1510 shared,MDG,Production & launch,CR999,05-Mar-26,Mar-26
2295531,R4E_M731_ACN551084_CR_CC_2647,MDG,Production & launch,YMUCR01,05-Mar-26,Mar-26
2305083,Main CR 2295531 Follow Up 1,MDG,Production & launch,YMUER01,05-Mar-26,Mar-26
2305053,ZFIN_PLANNING_READY_UPDATE_A411_CR_2278903,MDG,Production & launch,YMUX0033,05-Mar-26,Mar-26
2305056,Delete sales org_L901,MDG,Maintanence,YMDF001,05-Mar-26,Mar-26
2302009,Main CR 2301191 Follow Up 1,MDG,Production & launch,YMUER01,05-Mar-26,Mar-26
2302010,Main CR 2301631 Follow Up 1,MDG,Production & launch,YMUER01,05-Mar-26,Mar-26
2302208,Main CR 2298757 Follow Up 1,MDG,Production & launch,YMUER01,05-Mar-26,Mar-26
2302336,Main CR 2301069 Follow Up 1,MDG,Production & launch,YMUER01,05-Mar-26,Mar-26
2302337,Main CR 2301342 Follow Up 1,MDG,Production & launch,YMUER01,05-Mar-26,Mar-26
2302338,Main CR 2301343 Follow Up 1,MDG,Production & launch,YMUER01,05-Mar-26,Mar-26
2305363,"	Update MRP contrl and P.grp_900006634",MDG,Production & launch,YMUER01,05-Mar-26,Mar-26
2302010,Main CR 2301631 Follow Up 1,MDG,Production & launch,YMUER01,05-Mar-26,Mar-26
2302372,Main CR 2300940 Follow Up 1,MDG,Production & launch,YMUER01,05-Mar-26,Mar-26
2304437,Main CR 2302060 Follow Up 1,MDG,Production & launch,YMUER01,05-Mar-26,Mar-26
2304408,Main CR 2302134 Follow Up 1,MDG,Production & launch,YMUER01,05-Mar-26,Mar-26
2304438,Main CR 2302195 Follow Up 1,MDG,Production & launch,YMUER01,05-Mar-26,Mar-26
2302386,VERIFY ZFIN CR 2297954,MDG,Development,YMP30_16,05-Mar-26,Mar-26
900006576,Update PIR - material 11045850,MDG,Intercompany,CR999,05-Mar-26,Mar-26
2256682,Main CR 2249858 Follow Up 1,Mass,Data migration,YMUER01,05-Mar-26,Mar-26
900006640,DM-Update GR Processing times,Mass,Data migration,CR999,05-Mar-26,Mar-26
100005593,A513 Hemlibra Update Recipe BOM 11038251,Make,Production master data,G23,05-Mar-26,Mar-26
100005602,A511 Recipe Update DS CD19,Make,Production master data,G35,05-Mar-26,Mar-26
2298039,All Plants ZFIN Activate QE-191402,MDG,Production & launch,YMUCR01,05-Mar-26,Mar-26
2305795,Main CR 2298039 Follow Up 1,MDG,Production & launch,YMUER01,05-Mar-26,Mar-26
